,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
508,18181,hàng shop đóng_gói kỹ_lưỡng chu_đáo điện_thoại đẹp không bắt wifi 5ghz : ) ?,0,0,1,0,0,0,0,0,1
509,18180,"hàng nguyên seal , shop đóng_gói kĩ , giao hàng .",0,0,1,0,1,0,0,0,0
510,18179,"sản_phẩm màu đẹp , tư_vấn nhiệt_tình , đóng_gói kỹ , điện_thoại hãng , nguyên hộp , nguyên seal , pin 60 hài_lòng , nhe . ❤",0,1,1,0,1,1,0,0,1
511,18178,mua tặng mẹ . mua giá rẻ . chất_lượng tốt . shop,1,0,0,0,0,0,0,0,0
515,18174,"shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt giá_cả hợp_lý , chế_độ bảo_hành rõ_ràng hài_lòng vừa_ý , 5 .",1,1,1,0,0,0,0,0,0
516,18173,"shop dễ_thương uy_tín , giao hàng đúng hẹn , bề_ngoài máy 99 % , ko trầy_xước , máy cấu_hình mạnh_mẽ , camera sắt nét , phim lướt web , game oke , hài_lòng sản_phẩm phong_cách phục_vụ shop . giới_thiệu bạn_bè người_thân ủng_hộ shop , 5 *",0,1,0,1,0,1,0,0,1
517,18172,"đẹp , shop , sản_phẩm_chất_lượng đúng như quảng_cáo , chức_năng cơ_bản ổn_định , màn_hình đẹp cảm_ứng nhạy , lướt êm_ái , cấu_hình mạnh_mẽ , đồng_tiền , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",1,0,0,1,0,1,0,0,0
518,18171,ok tất không ghép sim ghép đx,0,0,0,0,0,0,0,1,0
520,18169,"shop uy_tín ngon_lành nha anh_em , giao hàng đúng như quảng_cáo , test ứng_dụng chạy mượt lắm , cấu_hình mạnh_mẽ , game , lướt web , phim oke , màn_hình cảm_ứng nhạy , camera sắt nét , hài_lòng , giới_thiệu người_thân bạn_bè ủng_hộ shop",0,1,0,1,0,1,0,0,0
521,18168,"sim ghép lắp không , nhắn_tin shop không trả_lời .",0,-1,0,0,0,0,0,0,0
522,18167,"hàng đúng như mô_tả . hàng tàu khựa , đúng tiền rơi phát tèo . tốn tiền .",0,0,0,0,-1,0,0,0,0
523,18166,"hàng màu trắng đợi hàng hơi , vận_chuyển_giao hàng tiết_kiệm máy 6 mùa sale shop gọi . shop chế_độ hàng tận_tâm , tư_vấn nhiệt_tình , tôn_trọng khách_hàng .",0,1,1,0,0,0,0,0,0
524,18165,"máy hãng , tốt",0,0,0,0,1,0,0,0,0
525,18164,"đóng_gói sản_phẩm , điện_thoại ban_đầu mượt êm pin hao hơi , giá không hi_vọng .",0,0,1,1,0,-1,0,0,0
526,18163,máy hãng đẹp lắm,0,0,0,0,1,0,0,0,1
528,18161,"điện_thoại china 3 hôm sập không , nhắn_tin shop không phản_hồi , gọi thuê_bao cam_kết hàng hãng đồ , mua lầm ng không lầm đúng . tiền mua cam_kết không cáp sạc vô pin như",0,-1,0,0,0,-1,0,0,0
529,18160,"hàng chiều , test hàng chất tốt , bề_ngoài 99 % , chức_năng ổn , quay_phim chụp hình lướt web , mượt , pin trâu ... . vừa_ý , shop uy_tín giao hàng đúng như quảng_cáo , mua hàng shop , bình_chọn 5 shop , .",0,1,0,1,0,1,0,0,1
530,18159,sài 3 mất sóng wf pin 10 % tự_động tắt màn_hình nổi chốm đen,0,0,0,0,0,0,0,1,0
531,18158,"máy , shop dán sẵn màn_hình . tốt ủng_hộ",0,0,0,0,0,0,1,0,1
532,18157,", máy đẹp , chức_năng hoàn_thiện màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo , shop 5",1,1,1,0,0,1,0,0,1
533,18156,"sản_phẩm tốt , máy đẹp , cấu_hình mạnh_mẽ , shop uy_tín giao hàng đúng như quảng_cáo , test ứng_dụng chạy mượt , pin chức_năng đều ổn_định , phong_cách shop chuyên_nghiệp , shop , anh_em mua hàng shop .",0,1,0,1,0,1,0,0,1
534,18155,"shop giao hàng , nhân_viên tư_vấn nhiệt_tình vui_vẻ . sản_phẩm đẹp hãng nguyên set",0,1,1,0,1,0,0,0,1
535,18154,"máy đẹp . cấu_hình mạnh_mẽ . game lướt web phim mượt . ứng_dụng chạy êm . vừa_ý hài_lòng , shop giao hàng đúng hẹn đúng như quảng_cáo . duyệt 5 * .",0,0,1,1,0,1,0,0,1
536,18153,"đóng_gói , shop tư_vấn tốt . máy gọn_nhẹ , chạy mượt , tốt tầm giá , không mua ốp lưng kính cường_lực mua mạng .",0,1,1,1,0,0,-1,0,1
537,18152,"máy đẹp , nhiệt_tình mua nhe , kindle ppw đọc manga ngon",0,1,0,0,0,0,0,0,1
538,18511,"hoàn_thiện , sản_phẩm đẹp màu_sắc rực_rỡ , cấu_hình mạnh_mẽ , chức_năng cơ_bản hoạt_động tốt ổn_định , màn_hình đẹp âm_thanh , cảm_ứng lướt êm nhạy , sản_phẩm hoàn_hảo , shop giao hàng đúng như quảng_cáo , hài_lòng vừa_ý ,",0,0,0,1,0,1,0,0,1
539,18510,shop đóng_gói niêm_phong hàng kỹ . giao hàng . đúng máy 100 % nguyên niêm_phong hộp đầy_đủ . mua xong khui hộp active máy bảo_hành đủ 12 active . yên_tâm mua hàng shop .,0,0,1,0,1,0,0,0,1
540,18509,"sản_phẩm trôi bảo_hành 20 , dòng điện_thoại samsung màn_hình màu_sắc xấu , thua j7 + hic",0,0,0,0,0,0,0,0,-1
541,18508,"đúng như anh_em giới_thiệu , shop giao hàng ok , , máy đẹp , màn_hình màu_sắc rực_rỡ , cảm_ứng êm_ái , ứng_dụng hoạt_động chuẩn , camera sắt nét , loa lớn âm_thanh nghe rõ_ràng , mạng lướt web game không chê hài_lòng lắm ,",0,0,0,1,0,1,0,0,1
544,18505,"sp , chất_lượng / giá ok , shop 5",1,0,0,0,0,0,0,0,1
545,18504,trừ 1 tai_nghe hư màn ám nhẹ,0,0,0,0,0,-1,-1,0,0
546,18503,máy ngon pin chai 3 % 5s shop ceo,0,0,0,0,0,0,0,1,0
547,18502,"sản_phẩm tốt , chất_lượng , shop gói hàng cẩn_thận bọc xốp đàng_hoàng , mua đúng đợt sale mã giảm_giá kèm mua giá tốt , máy kích_hoạt bảo_hành lệch đúng 1 không bảo_hành , máy nguyên niêm_phong trừ 5",1,0,1,0,1,0,0,0,0
549,18500,"wow wow , máy lun . shop đóng_gói kĩ_càng , máy đẹp lung_linh 👌 . đặt_hàng shop tư_vấn nhiệt_tình . shop 5",0,1,1,0,0,0,0,0,1
550,18499,"máy cũ chủ nhiệt_tình 2 sản_phẩm , 3 chủ",0,0,0,0,0,0,0,1,0
551,18498,2 mua hàng shop . ưng_ý chất_lượng sản_phẩm tốt hình đẹp . khó_chịu thái_độ kiểm_tra hàng khó_chịu mời uống đợi kiểm_tra khó_chịu 5p,0,0,0,0,0,0,0,0,1
552,18497,"máy đẹp , shop giao hàng đúng chuẩn , chức_năng ổn_định , cấu_hình mạnh_mẽ mạng phim , game tuyệt_vời , màn_hình cảm_ứng nhạy , giá_cả hợp_lý , hài_lòng vừa_ý , shop giao hàng đúng như mong_đợi",1,0,0,1,0,1,0,0,1
553,18496,"mua máy hãng , giá yêu_thương . máy đẹp , mượt .",1,0,0,1,1,0,0,0,1
554,18495,"máy màu xanh ngọc sang_trọng đậm_đà đẹp hình , tội đặt_hàng không chú_ý mã giảm_giá 100k áp_dụng tiếc 🧐 mua chú_ý .",0,0,0,0,0,0,0,0,1
555,18494,"máy đẹp , ưng . oke thank shop !",0,0,0,0,0,0,0,0,1
556,18493,"giao hàng , đảm_bảo ok . kích_hoạt giúp bảo_hành shop .",0,0,1,0,0,0,0,0,0
558,18491,"đúng chuẩn , shop giao hàng đúng quảng_cáo , chất_lượng tốt , test ứng_dụng chạy mượt lắm , pin trâu_bò , cảm_ứng lướt êm hình sắt nét , shop nhiệt_tình , tận_tâm khách_hàng chế_độ hậu_mãi rõ_ràng , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,0,1,0,1,0,0,0
559,18490,"máy_đẹp , chất_lượng sản_phẩm mong_đợi . shop phục_vụ nhiệt_tình . giá_cả túi_tiền . giao đầy_đủ hộp ốp lưng . hài_lòng dịch_vụ shop",1,1,0,0,0,0,1,0,1
560,18489,máy_tính đẹp như . chất_lượng oke tầm giá . shop đóng_gói hàng kĩ giao .,0,0,1,0,0,0,0,0,1
561,18488,máy nguyên niêm_phong tặng shop 5sao uy_tín,0,0,0,0,1,0,0,0,0
562,18487,"sp tốt tầm giá 1 triệu . ngoại_hình máy đẹp tầm 95 % , cpu sd810 , ram 3gb đáp_ứng tốt nhu_cầu thông_thường ( gmail , zalo , nghe , gọi , nhắn_tin ... ) không game không . hạn_chế : trừ máy nhẹ , cảm_giác cầm không chắc_tay lắm . trừ cài apps nóng máy",1,0,0,-1,0,0,0,0,1
563,18486,giao hàng hơi,0,0,-1,0,0,0,0,0,0
564,18485,"sản_phẩm tốt , chất_lượng đúng như shop quảng_bá , chức_năng hoạt_động tốt ổn_định , màu_sắc rực_rỡ , cảm_ứng nhạy lướt êm_ái , pin vừa_ý hài_lòng sản_phẩm chị_em an_tâm sản_phẩm shop",0,0,0,1,0,1,0,0,0
565,18484,máy ngoại_hình đẹp pin vẻ thay chai r cảm_giác pin tụt tưởng shop tặng cường_lực không,0,0,0,0,0,-1,-1,0,1
566,18483,"sản_phẩm tốt nguyên tem giao hàng , shop tận_tâm điện_thoại giá ổn tầm 1 . xxx . x không bàn_cãi",0,1,1,0,1,0,0,0,0
567,18482,camera chưa net máy giá . shop gói hàng kỹ . ngoại_hình máy đẹp,0,0,1,0,0,-1,0,0,1
568,18481,hàng hãng nguyên seal . ok lắm ae,0,0,0,0,1,0,0,0,0
569,18480,"điện_thoại ổn , shop nhiệt_tình . hướng_dẫn unlock cài tiếng việt chi_tiết . nhu_cầu ủng_hộ shop",0,1,0,0,0,0,0,0,0
570,18479,"shop giao hàng chất_lượng tốt , test ứng_dụng hoạt_động ổn_định , màn_hình màu_sắc rực_rỡ như mong_đợi , cảm_ứng nhạy , chụp hình đẹp , đều hài_lòng vừa_ý , shop uy_tín , giao hàng đúng như quảng_cáo , ủng_hộ 10 chất_lượng shop ,",0,0,0,1,0,1,0,0,0
571,18478,"shop uy_tín , giao hàng đúng , chất_lượng đúng như quảng_cáo , kiểm_tra máy không lỗi , nhân_viên shop nhiệt_tình vui_vẻ , tận_tâm phục_vụ chuyên_nghiệp , hài_lòng dịch_vụ chon 5sao shop xứng_đáng . 5 * .",0,1,1,0,0,0,0,0,0
572,18477,"đẹp , máy mới_tinh shop uy_tín giao hàng chất_lượng đúng như quảng_cáo cấu_hình mạnh_mẽ , màu_sắc rực_rỡ như mong_đợi hài_lòng vừa_ý , giá_cả hợp_lý ủng_hộ mua",1,0,0,0,0,1,0,0,1
573,18476,"máy đẹp , shop giao hàng đúng chuẩn , chức_năng ổn_định , cấu_hình mạnh_mẽ mạng phim , game tuyệt_vời , màn_hình cảm_ứng nhạy , giá_cả hợp_lý , hài_lòng vừa_ý , shop giao hàng đúng như mong_đợi",1,0,1,1,0,1,0,0,1
574,18475,"shop nhiệt_tình , gói hàng kỹ , chụp ảnh gửi hàng , cường_lực tặng tai_nghe . giao hàng cực grab , 2 tiếng hàng . ủng_hộ tiếp .",-1,1,1,0,0,0,1,0,0
575,18474,đóng_gói cẩn_thận máy đẹp nguyên niêm_phong hài_lòng,0,0,1,0,1,0,0,0,1
576,18473,hang tốt . mua . mua flash sale ưng_ý . chúc shop thành_công .,0,0,0,0,0,0,0,1,0
577,18472,"máy_đẹp , chức_năng tốt , màn_hình cảm_ứng nhạy , camera sắt nét , test hài_lòng , shop uy_tín giao hàng đúng hẹn sản_phẩm tốt , giới_thiệu bạn_bè ủng_hộ shop ,",0,1,1,1,0,1,0,0,1
578,18471,"sản_phẩm chuẩn , đúng hàng hãng , shop giao hàng đúng quảng_cáo , chất_lượng tốt , máy đẹp , máy 2 hài_lòng , chức_năng ổn_định , pin trâu_bò , sạc , màn_hình cảm_ứng nhạy , shop hài_lòng sản_phẩm , 5",0,0,1,1,1,1,0,0,1
579,18470,"sản_phẩm chuẩn , đúng hàng hãng , shop giao hàng đúng quảng_cáo , chất_lượng tốt , máy đẹp , máy 2 hài_lòng , chức_năng ổn_định , pin trâu_bò , sạc , màn_hình cảm_ứng nhạy , shop hài_lòng sản_phẩm , 5",0,0,1,1,1,1,0,0,1
580,18469,"sản_phẩm mô_tả , chữ âm_thanh lớn . shop phục_vụ nhiệt_tình .",0,1,0,0,0,1,0,0,1
586,18463,"hàng hãng , giá tốt",1,0,0,0,1,0,0,0,0
587,18462,"máy đẹp , đồng_tiền mong_đợi , shop giao hàng chất_lượng đúng như quảng_cáo , máy màu_sắc_đẹp , màn_hình , cảm_ứng êm_ái lướt mượt_mà , ứng_dụng hoạt_động ổn_định , hài_lòng vừa_ý , shop ,",1,0,0,1,0,1,0,0,1
588,18461,máy mượt tiền pin trâu,1,0,0,1,0,1,0,0,0
590,18459,mua máy 2 shop uy_tín : ),0,1,0,0,0,0,0,0,0
591,18458,"shop giao hàng chất_lượng đúng như quảng_cáo , chức_năng cơ_bản ổn_định , màn_hình cảm_ứng nhạy màu_sắc_đẹp , camera chụp hình sắt nét , hài_lòng sản_phẩm , phong_cách shop phục_vụ chuyên_nghiệp , chế_độ hậu_mãi rõ_ràng , , shop ,",0,1,1,1,0,1,0,0,0
592,18457,chất_lượng sản_phẩm tạm . giá rẻ . giao hàng hơi chậm,1,0,-1,0,0,0,0,0,0
593,18456,sản_phẩm hợp_lý giá tiền,1,0,0,0,0,0,0,0,0
595,18151,"máy đẹp , dán cường_lực , tặng ốp lưng , sạc cáp , tai_nghe đầy_đủ . kiểm_tra hàng thanh_toán .",0,0,0,0,0,0,1,0,1
596,18150,"hàng , bạn_bè giới_thiệu đặt_hàng hàng test máy , khui hàng bề_ngoài máy đẹp , ứng_dụng chạy mượt , màn_hình cảm_ứng oke camera sắc nét , . oke .",0,0,0,1,0,1,0,0,1
597,18149,"máy đẹp shop , giá_cả hợp_lý , shop giao hàng đúng hẹn , chất_lượng không , chuẩn , vừa_ý hài_lòng , đồng_tiền bát gạo , shop phục_vụ chuyên_nghiệp , chế_độ hậu_mãi rõ_ràng , an_tâm sản_phẩm giá 5sao ,",1,1,1,0,0,0,0,0,1
598,18148,máy ổn . mua 2,0,0,0,0,0,0,0,1,0
600,18146,"giao hàng , máy đẹp nguyên seal , khui máy . mong shop nhiệt_tình . máy tổng_quan . shop tốt .",0,1,1,0,1,0,0,0,1
601,18145,"camera oke lắm nha , hình_ảnh video cung_cấp không hề miếng giả trân nhó 😙",0,0,0,0,0,1,0,0,0
604,18142,"điện_thoại đẹp , rẻ thị_trường . giao hàng , ok 😘",1,0,1,0,0,0,0,0,1
606,18140,"shop dễ_thương uy_tín , giao hàng đúng hẹn , bề_ngoài máy 99 % , ko trầy_xước , máy cấu_hình mạnh_mẽ , camera sắt nét , phim lướt web , game oke , hài_lòng sản_phẩm phong_cách phục_vụ shop . giới_thiệu bạn_bè người_thân ủng_hộ shop , 5 *",0,1,1,0,0,1,0,0,1
608,18138,"máy_đẹp , mặt lưng keng . dán cường_lực mh xung_quanh . độ chai pin 92 % ios 14.3 , nhập ccid như máy quốc_tế , không sim ghép",0,0,0,0,0,-1,0,0,1
610,18136,"shop , điện_thoại đẹp , hàng xong test máy sản_phẩm chuẩn , ứng_dụng chạy êm_ru , pin trâu lắm . đặc tặng người_thân shop giảm_giá minh . duyệt 5 shop dễ_thương .",0,0,0,1,0,1,0,0,1
611,18135,"máy đẹp shop , shop giao hàng đúng như quảng_cáo , chức_năng hoạt_động tốt , pin trâu , game lướt web phim chạy mượt , camera sắt nét , cảm_ứng nhạy . oke tiền . shop đem cảm_giác dễ_chịu cầm sản_phẩm shop . 5",1,0,0,1,0,1,0,0,1
615,18131,"máy đầm , màu đẹp , cam đục lỗ hơi ám đen không bk máy máy , mong shop giải_đáp , cụm cam nhô len cam bảo_vệ , một miếng dán màn_hình không bk cường_lực không , pin 5k hao pin 1 .",0,0,0,0,0,-1,0,0,0
616,18130,máy_ok . đẹp,0,0,0,0,0,0,0,0,1
617,18129,"hàng hãng , giá tốt . nhân_viên cskh nhiệt_tình . yên_tâm mua hàng .",1,1,0,0,1,0,0,0,0
618,18128,"tốt đẹp , mạnh , pin trâu",0,0,0,0,0,1,0,0,1
619,18127,"giao hàng , hàng nguyên niêm_phong kích_hoạt bảo_hành 1",0,0,1,0,1,0,0,0,0
621,18125,"loại 990k . phụ_kiện đầy_đủ , ok . máy trầy . pin không cầm . tiền đấy . chấp_nhận",0,0,0,0,0,0,1,0,-1
622,18124,máy ổn hình_như mất áp í,0,0,0,0,0,0,0,1,0
623,18123,đầy_đủ . combo sim shop . tiếc kính cường_lực vỡ mất không,0,0,0,0,0,0,0,1,0
624,18122,"điện_thoại giá rẻ , pin oke , loa nghe rõ_ràng không , dòng vỏ nhựa cầm nhẹ_tay , phim dán màn_hình tốt",1,0,0,0,0,1,0,0,0
625,18121,pin tốt hợp giá tiền like,0,0,0,0,0,1,0,0,0
626,18120,"máy đẹp lắm shop oi , sản_phẩm , test chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng mượt_mà , màu_sắc_đẹp rực_rỡ , chụp ảnh sắt nét , tuyệt_vời , sản_phẩm tác vụ đều tốt mượt_mà , nhân_viên shop nhiệt_tình giao hàng đúng hẹn ,",0,1,1,1,0,1,0,0,1
627,18119,"shop giao hàng . hàng . cấu_hình máy tạm đc , đa_nhiệm chậm lag . mua mẹ ok . chủ_yếu nghe nhạc game ổn , mấy game như bubg hơi lag nha .",0,0,1,-1,0,1,0,0,0
628,18118,máy đẹp,0,0,0,0,0,0,0,1,0
630,18116,sản_phẩm tuyệt_vời cám_ơn shop máy như hình đăng hơi chậm lâu_dài không giá tốt,0,0,0,0,0,0,0,1,0
631,18115,"điện_thoại zin nguyên . bao_bọc cẩn_thận . test máy ứng_dụng êm . nhân_viên tư_vấn nhiệt_tình , chuyên_nghiệp , vừa_ý hài_lòng shop ... . . 5 * 👌",0,1,1,1,0,0,0,0,1
632,18114,"máy đẹp móp một_chút , pin tốt , phụ_kiện đầy_đủ , cáp sạc hư . máy ổn , hi_vọng không lỗi .",0,0,0,0,0,1,-1,0,-1
633,18113,"hàng tốt , shop tư_vấn nhiệt_tình 😍",0,1,0,0,0,0,0,0,0
634,18112,"ok tốt rẻ , shop giao hàng hài_lòng , chất_lượng tốt , máy màu_sắc rực_rỡ , màn_hình đẹp , cấu_hình mạnh_mẽ , camera chụp ảnh nét êm_ái , chức_năng cơ_bản hoạt_động tốt ổn_định , giới_thiệu bạn_bè người_thân ủng_hộ shop",1,0,0,1,0,1,0,0,1
636,18110,sản_phẩm tạm_thời tạm,0,0,0,0,0,0,0,1,0
637,18109,"máy đẹp lắm shop , chất_lượng đúng như shop quảng_bá , chức_năng cơ_bản ổn_định , màn_hình , màu_sắc_đẹp , cầm máy sướng lắm , , ủng_hộ shop tiếp đơn hàng , ủng_hộ , an_tâm sản_phẩm shop .",0,0,0,1,0,1,0,0,1
639,18107,hàng ổn hơi xước nhẹ,0,0,0,0,0,0,0,0,-1
640,18106,"shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt giá_cả hợp_lý , chế_độ bảo_hành rõ_ràng hài_lòng vừa_ý , 5 .",1,1,1,0,0,0,0,0,0
641,18105,"giao hàng vòng tuần . hàng nguyên . . màn_hình 6 "" 4 hơi . mong chất_lượng tốt .",0,0,1,0,-1,0,0,0,1
642,18104,"mua ipad4 máy chạy ổn chưa hiện_tượng . chủ shop nhiệt_tình , giao hàng đóng_gói cẩn_thận .",0,1,1,0,0,0,0,0,0
643,18103,máy_nguyên zin bóc hộp . ok,0,0,0,0,0,0,0,0,1
644,18102,"thank shop , điện_thoại tốt",0,0,0,0,0,0,0,0,1
645,18101,đều ổn ngoại_trừ giao hàng,0,0,-1,0,0,0,0,0,0
646,18100,máy chuẩn chất_lượng tốt,0,0,0,0,0,0,0,1,0
647,18099,máy tốt_đẹp hài_lòng shop phục_vụ chuyên_nghiệp,0,1,0,0,0,0,0,0,1
648,18098,"2 rò màn_hình , mất áp_suất shop nhiệt_tình gửi hàng đúng màu máy ổn tầm giá , chúc shop buôn may đắt shop !",0,1,0,0,0,-1,0,0,0
649,18097,"sản_phẩm đẹp , zin nguyên , chất_lượng tốt hình_ảnh màu đẹp hợp_lý , nhân_viên shop phục_vụ tâm khách_hàng , shop giới_thiệu bạn_bè người_thân ủng_hộ shop , chúc shop đắt . 5 *",1,1,0,0,0,1,0,0,1
650,18096,"shop giao hàng đúng hẹn , máy đẹp ít xước .",0,0,1,0,0,0,0,0,1
651,18095,không miếng dán màn_hình shop cẩn_thận xíu nha . tiền,1,0,0,0,0,0,0,0,0
652,18094,"chuẩn nha anh_em , shop giao hàng , chất_lượng đúng như quảng_bá , máy đẹp long_lanh , màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng chạy mượt ổn_định , camera chụp hình tuyệt_vời , sản_phẩm tốt , hài_lòng lắm , shop uy_tín shopee , ủng_hộ ,",0,0,1,1,0,1,0,0,1
653,18093,"hài_lòng sản_phẩm , giao hàng . đóng_gói cẩn_thận . ủng_hộ tiếp shop_nek",0,0,1,0,0,0,0,0,0
656,18090,"đúng như shop quảng_bá , sản_phẩm đẹp , chất_lượng không chê , hoàn_thiện , shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng , hài_lòng vừa_ý , an_tâm sản_phẩm shop shopee , shop 5",0,0,1,0,1,0,0,0,1
657,18089,"hàng cũ . không main không hàng thay vỏ . không trùng imei , vỏ ọp_ẹp . bụi vân mặt kính màn_hình",0,0,0,0,0,0,0,1,0
658,18088,giao hàng . hộp niêm_phong ok . shop uy_tín . ful box . trải nghiệm tiếp,0,1,1,0,0,0,0,0,1
659,18087,oke mua học . máy lag đời cũ,0,0,0,-1,0,0,0,0,0
661,18085,"sản_phẩm_chất_lượng tốt , loa nghe , sóng khoẻ , máy cộng pin cộng sạc nguyên seal , sạc tốt . ship hàng . ủng_hộ shop .",0,0,1,0,1,1,1,0,0
662,18084,"2 mua hàng . chuẩn , oke máy 1 pin hao hơi . gắng phát_huy",0,0,0,0,0,-1,0,0,0
663,18083,"sản_phẩm đẹp , chất_lượng tốt , hình_ảnh màu đẹp hợp_lý , máy . shop giao sản_phẩm đúng như quảng_cáo . 5 shop",1,0,0,0,0,1,0,0,1
664,18082,không chê,0,0,0,0,0,0,0,1,0
665,18081,máy đẹp zin keng cực . máy siêu pin 98 % hài_lòng đồng_tiền tội loa dè nhìu oke,1,0,0,0,0,-1,0,0,1
666,18080,điện_thoại túi_tiền,1,0,0,0,0,0,0,0,0
667,18079,hàng tốt_đẹp không lỗi đầu lắp sim nhập mạng không thành,0,0,0,0,0,0,0,0,1
669,18077,"máy 1 tuần , ban_đầu ổn , sạc pin chừng 70 % báo sạc máy báo nóng pin liên_tục , rút 1 sạc đc , chán",0,0,0,0,0,0,0,1,0
670,18076,"sản_phẩm ok , tiếc không tai_nghe đi kèm . shop phản_hồi nhiệt siêu sale mua 1 .",0,1,0,0,0,0,-1,0,0
672,18074,"sản_phẩm đẹp như mô_tả , shop đóng_gói , tư_vấn nhiệt_tình . ủng_hộ shop tiếp",0,1,1,0,0,0,0,0,1
673,18073,"thanks shop samsung store . hàng hãng , chất_lượng oke .",0,0,0,0,1,0,0,0,0
675,18071,chất_lượng tuyệt_vời shop 99 %,0,0,0,0,0,0,0,1,0
677,18069,"chất_lượng tuyệt_vời , tốt như mong_đợi , thiết_kế mẫu đẹp cứng_cáp , cầm , dễ_chịu . máy mỏng , giá_cả hợp_lý . chụp hình ok. cấu_hình mạnh , liên_quân pugb mobilet muợt mấy không nóng . phim màn_hình lớn .",1,0,0,0,0,1,0,0,1
678,18068,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,0
679,18067,"hàng ok . hãng . chất_lượng trải nghiệm . shop phục_vụ tốt , giao hàng",0,1,1,0,1,0,0,0,0
680,18066,"shop nhiệt_tình , hàng đẹp chất_lượng .",0,1,0,0,0,0,0,0,1
684,18062,"máy ổn tầm giá , 3 mua máy shop yên_tâm chất_lượng sản_phẩm shop .",0,0,0,0,0,0,0,1,0
685,18061,"đt , shop tư_vấn . shop 5 . lười chụp ảnh minh_hoạ",0,1,0,0,0,0,0,0,1
686,18060,"hình_thức ổn , máy ít xước",0,0,0,0,0,0,0,0,1
687,18059,"đẹp , sản_phẩm đồng_tiền , shop giao hàng chất_lượng tốt đúng như quảng_cáo , test chức_năng cơ_bản ổn_định , màu_sắc rực_rỡ , cảm_ứng nhạy , hài_lòng chất_lượng , ủng_hộ shop ,",1,0,0,1,0,1,0,0,1
688,18058,"sản_phẩm đẹp . xài thử chức_năng oke . bộ_nhớ trống 6gb , xài thẻ_nhớ . gắn sim nghe gọi oke",0,0,0,0,0,0,0,0,1
689,18057,màn hơi ám vàng trái tạm chấp_nhận,0,0,0,0,0,-1,0,0,0
690,18056,"giao hàng , đúng mẫu , đúng màu , nguyên seal , phụ_kiện đầy_đủ .",0,0,1,0,1,0,1,0,1
691,18055,"chất_lượng máy oke pin cũ chai , tụt pin không sạc hơi ( cục sạc kèm ) update phần_mềm mi tốt shop tư_vấn chậm , không nhiệt_tình lắm , không lỡ bảo_hành như .",0,-1,0,0,0,-1,0,0,0
693,18053,"ok , tốt . sản_phẩm đúng chất_lượng . shop thân_thiện . đóng_gói tốt .",0,1,1,0,0,0,0,0,0
694,18052,"tận_tình , 10",0,1,0,0,0,0,0,0,0
695,18051,"loa phát_âm_lượng dòng sản_phẩm , giá mua sale sản_phẩm .",0,0,0,0,0,-1,0,0,0
696,18050,"máy chạy , mượt , pin tốt tốt không bền không . mua",0,0,0,1,0,1,0,0,0
697,18049,"máy đẹp lắm , test chức_năng hoạt_động ổn_định , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , camera chụp hình sắt nét , cấu_hình mạnh_mẽ , mạng lướt web game oke , sản_phẩm hoàn_thiện , shop uy_tín giao hàng đúng như quảng_bá , nhân_viên nhiệt_tình , phục_vụ",0,1,0,1,0,1,0,0,1
698,18048,"máy đẹp , ngon . chức_năng hoạt_động ổn_định , shop giao hàng nhân_viên tư_vấn nhiệt_tình , an_tâm sản_phẩm shop",0,1,1,1,0,0,0,0,1
700,18046,"hài_lòng . máy chất_lượng ok . shop giao hàng_hỏa_tốc . chủ shop tư_vấn nhiệt_tình , thân_thiện chu_đáo . shipper giao hàng nhiệt_tình chờ 15 phút . sản_phẩm đúng như mô_tả , chiến game ngon , máy cầm gọn . đóng_gói đẹp . một vết xước",0,1,1,1,0,0,0,0,-1
701,18045,sảm phẩm_chất_lượng lắm . chưa lỗi . shop tốt,0,1,0,0,0,0,0,0,0
702,18044,"cũ nhèm , bữa đứt màn_hình , đem tiệm người_ta cháy mạch điện , rẻ .",0,0,0,0,0,-1,0,0,-1
703,18043,"hàng chất_lượng lắm shop ! mẫu_mã đẹp , giá hợp_lý shop dt",1,0,0,0,0,0,0,0,1
704,18042,"máy_nguyên niêm_phong mướt , pin ổn , 5 *",0,0,0,0,1,1,0,0,0
