,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
929,32174,tốt tầm giá . hơi ốp lưng thị_trường,1,0,0,0,0,0,-1,0,0
931,32172,"máy chuẩn , tưởng hộp hộp cũ earpods củ sạc : v . đóng_gói . ship . giao hàng thân_thiện : ) mỗi_tội pin tụt hơi , đêm tụt 12 % mong .",0,0,1,0,0,-1,1,0,0
932,32171,giao hàng nhanh_chóng chất_lượng đổi tiếng việt không được_lòng,0,0,1,0,0,0,0,0,0
933,32170,"hôm_nay hàng đặc 10 . mua tiki xu đóng_gói cẩn_thận buồn kiểm_tra cục sạc dự_phòng củ bì trầy sướt . tiki hồ trợ đổi a giao hàng khen . buồn như ảnh đăng 1 / 3 màu tím xanh như kiểu xanh biển , cạnh xung_quanh màu xanh . gọi tiki báo màu tím ít màu xanh tui đổi không . chưa sim máy máy nguyên chưa mặt diễn 1 không đổi . hết_sức cẩn_thận nữ màu tím máy đột_phá tưởng_tượng . a tặng gái tốt tham_khảo kỹ . tiếc như tui . hài_lòng cảnh_báo màu tím",0,0,1,0,0,0,0,0,-1
934,32169,"máy_mượt , pin trâu . cam cải_thiện . chế_độ sạc tiện lơi kì hài_lòng",0,0,0,1,0,1,0,0,0
935,32168,ngon bổ không rẻ kì hài_lòng,1,0,0,0,0,0,0,0,0
936,32167,"good , shop giao , hãng dgw kì hài_lòng",0,0,1,0,1,0,0,0,0
937,32828,"cực_kỳ hài_lòng sản_phẩm , đầu mua sản_phẩm_giá 10tr . tối , giao hàng kì hài_lòng",0,0,1,0,0,0,0,0,0
939,32826,"mua hàng điên tử giá_trị lớn tiki . giao hàng , đóng_gói ổn , máy đẹp , bữa chưa lỗi nha . mua",0,0,1,0,0,0,0,0,1
940,32825,"hàng , nguyên seal . tốt không như mua shop mày_mò . pin tuột hơi . chưa oasis 1 không so_sánh pin oasis 1 2 .",0,0,0,-1,1,0,0,0,1
941,32824,"giao hàng siêu , điện_thoại nguyên niêm_phong 100 % , điện_thoại ổn kì hài_lòng",0,0,1,0,1,0,0,0,1
942,32823,ghi họp kim nhôm nhung sắt . lừa khách_hàng . không xứng_đáng_giá tiền không hài_lòng,0,0,0,0,0,-1,0,0,0
943,32822,"giao hàng 2 , hàng tốt , ship rẻ hài_lòng tốt",0,0,1,0,0,0,0,0,0
944,32821,hàng 100 % . chất_lượng hợp_lí giá tiền tầm 1.5 tr . tốt,0,0,0,0,0,0,0,1,0
946,32819,mua tiki trading không lo_lắng chất_lượng . hàng xịn sò nguyên niêm_phong xịn . mua thẻ 2tr rẻ thị_trường . 10 chất_lượng,1,0,0,0,1,0,0,0,1
947,32818,"giao tưởng , hàng nguyên seal , dây sạc củ mua ( hàng auth iphone mua 990k ) . máy mượt , 1 nóng ( đầu ) kì hài_lòng",0,0,1,1,0,0,-1,0,1
948,32817,giao hàng đúng hạn . sản_phẩm đúng như cam_kết kì hài_lòng,0,0,1,0,0,0,0,0,0
949,32816,"giao hàng , máy ngon , mua kích_hoạt . kì hài_lòng",0,0,1,0,0,0,0,0,0
950,32815,ngắn kẹt phím không hài_lòng,0,0,0,0,0,0,0,1,0
951,32814,"tạm 4 cảm_biến vân không nhạy lắm đôi không phản_hồi khởi_động máy chút chập_chờn . không os phần_cứng . đợi tiki gửi sms kích_hoạt bảo_hành ssung check , máy tầm giá . chất_lượng hoàn_thiện tốt . loa hơi bé chút",1,0,0,-1,0,-1,0,0,1
952,32813,"sản_phẩm đúng như đặt_hàng , đúng giao hàng",0,0,1,0,0,0,0,0,0
953,32812,đẹp ! không box máy_khả_bẩn không chấp_nhận,0,0,0,0,0,0,0,1,0
954,32811,"khe hở màn hoàn_thiện chưa tốt lắm , góc hở đủ một tờ tiền . ko ảnh_hưởng chống không kì hài_lòng",0,0,0,-1,0,0,0,0,-1
955,32810,"tiki giao hàng gọn tốt , máy tạm tầm giá không đáp_ứng nhu_cầu đổi hàng không ?",0,0,1,0,0,0,0,1,0
956,32809,ok chưa độ bền kì hài_lòng,0,0,0,0,0,0,0,1,0
958,32807,"hàng chuẩn samsung việt_nam , nguyên niêm_phong . giao hàng tikinow siêu . kì hài_lòng",0,0,1,0,1,0,0,0,0
959,32806,"trưa máy chạy ổn , 3tr không đòi_hỏi cấu_hình , camera . màn_hình to vừa_phải , xấp_xỉ quyển thông_thường . mẫu_mã hợp_ý . như : zac cắm tai_nghe , không . nhấn_mạnh không không trục_trặc . không_thể cắm , không nghe , tai_nghe lẫn loa máy đều phát tiếng . hai nhập gmail , xác_nhận tài_khoản máy bình_thuận đồng_nai ? máy active gửi mã imei 10 ' chưa trả_lời . vụ active chấp_nhận , vụ tai_nghe mong shop xem_xét giúp . shop . không hài_lòng",1,-1,0,0,0,-1,-1,0,-1
962,32803,"giá rẻ sản_phẩm , cầm liền kì hài_lòng",1,0,0,0,0,0,0,0,1
963,32802,tốt .,0,0,0,0,0,0,0,1,0
966,32799,"hàng đúng hãng , mượt . ủng_hộ shop sản_phẩm việt_thoại vsmart star 4 trừ hàng hãng",0,0,0,1,1,0,0,0,0
967,32798,đong goi cẩn_thận . ủng_hộ tiep kì hài_lòng,0,1,0,0,0,0,0,0,0
969,32796,"hàng ngon , giá tốt , mua . máy nhỏ_nhẹ cam đẹp bố_mẹ kì hài_lòng",1,0,0,0,0,1,0,0,1
970,32795,hàng hãng fullbox nguyên seal . ko lỗi_lầm . giao hàng đầu mua không thất_vọng,0,0,1,0,1,0,0,0,1
971,32794,giao hàng . máy . chuẩn . ủng_hộ tiki kì hài_lòng,0,0,1,0,1,0,0,0,1
972,32793,"màu đen , hàng chuẩn , bảo_hành kích_hoạt , hàng cực đẹp . ưng_ý . một màu trắng đôi chồng . ơn tiki. giá rẻ 2tr ít . kì hài_lòng",1,0,0,0,1,0,0,0,1
973,32792,"ok , kiểu_dáng điện_thoại lắm shop . kì hài_lòng",0,0,0,0,0,0,0,1,1
975,32790,"máy màu xanh đẹp , mã ll / a không lo chụp hình tiếng . nhân_viên giao hàng kiểm_tra hàng nguyên seal .",0,0,0,0,1,0,0,0,1
976,32789,máy ngon giá tiền tiếc sóng hơi kém .,1,0,0,0,0,-1,0,0,0
977,32788,"đóng_gói cẩn_thận , giao hàng kiểm_tra , chất_lượng như được_lòng",0,0,1,0,0,0,0,0,0
979,32786,"hàng điện_thoại bọc giấy , không lớp xốp chống xóc . tiki bọc hàng kì . điện_thoại ok , vân nhận_diện khuôn_mặt ổn . phẩm ổn , giao hàng chưa ổn",0,-1,-1,0,0,1,0,1,1
980,32785,"sản_phẩm hãng , không bàn_cãi . xịn mịn . tiki giao hàng nhanh_chóng , 1h . kì hài_lòng",0,0,1,0,1,0,0,0,0
981,32784,"mua sản_phẩm bố , cảm_nhận mặc_dù camera chấm không nét lắm , sản_phẩm bắt sóng yếu nđ hẳn 1 vạch sóng , bắt wifi kém . loa bé he",0,0,0,0,0,-1,0,0,0
982,32783,"hàng vn / a . chất_lượng , chinh hãng . kì hài_lòng",0,0,0,0,1,0,0,0,0
983,32782,"sản_phẩm tốt , pin trâu , cảm_biến vân , shop y1",0,0,0,0,0,1,0,0,0
984,32781,điện_thoại nghe nhạc rung mạnh . đề_nghị đổi hài_lòng,0,0,0,0,0,0,0,1,0
985,32780,"sp đẹp , màu tím ưng . seal màn_hình không tiki tư_vấn tuỳ sản_phẩm niêm_phong màn_hình không . niêm_phong niêm_phong hộp nguyên_vẹn . chụp hình không nét lắm , tiki hướng_dẫn chỉnh hình nét giúp . kì hài_lòng",0,0,0,0,1,-1,0,0,1
987,32778,"gói hàng cẩn_thận , giao hàng . chất_lượng tuyệt_vời . kì hài_lòng",0,0,1,0,0,0,0,0,1
988,32777,hàng giao dự_kiến ! đóng_gói cẩn_thận ! bận chưa hộp thử ! tiki đồ điện_tử ok !,0,0,1,0,0,0,0,0,0
989,32776,"thanh_toán trả_góp máy màu gold giao mua 14 / 8 19 / 8 hàng , phản_hồi liên_tục tiki bù voucher 5 % ( max 50k ) . máy ll / a , nguyên seal , đóng_gói cẩn_thận , 2 chấm xước cạnh màn_hình , ổn , 1 . gold",0,0,-1,0,0,0,0,0,-1
992,32773,"giao hàng dự_kiến . máy tốt , đẹp kì hài_lòng",0,0,1,0,0,0,0,0,1
993,32772,giao . hàng hãng kì hài_lòng,0,0,1,0,1,0,0,0,0
994,32771,"mua macbook pro mua ipad . tiki giao hàng , nguyên niêm_phong đúng bảo_hành . không mua hàng mua sản_phẩm tiki ( trộm_vía ) sản_phẩm ổn không trục_trặc . tiki . giao hàng",0,0,1,0,1,0,0,0,1
995,32770,"hàng 100 % tốt , loa đôi nghe to , đẹp pin trâu 🐃 giá tiền ok . kì hài_lòng",1,0,0,1,0,1,1,0,1
996,32769,"mua active 3 tiki hôm 11 / 02 1 như : 1 . bật phát_sóng bật đi bật , lapstop phát_sóng ( test điện_thoại s a10 thay sim 4g không xảy trường_hợp tương_tự ) . 2 . lỗi liên_tục 4g 1 active 3 bật chế_độ 4g không_thể bắt 4g , 3g tệ 2g không bắt , tắt đi bật ( video ) . liên_lạc tổng_đài ( vnp ) vòng 20 ( nghi_ngờ chất_lượng đường truyền vnp. cộng hướng_dẫn tổng_đài , xóa bộ_nhớ đệm máy , soạn data of gửi 888 , data on gửi 8 khởi_động máy sự_cố 4g tốc_độ . cộng test thử live , joy 3 active 3 1 live , joy3 chạy speed test 4 g không active 3 không_thể kết_nối server test tốc_độ . cộng sim 4g s a10 thử không xảy tương_tự , sim active 3 liền xảy lỗi . lỗi liên_tục xảy lặp_đi lặp không hài_lòng sản_phẩm . lỗi 4g",0,0,0,-1,0,0,0,0,0
997,32768,"mấy hôm đầu bình_thường , đầu micro lung_lay tẹo , hôm cắm chả chuột",0,0,0,0,0,0,0,1,0
998,32767,"_đầu_tiên tiki 5 dịch_vụ giao hàng siêu . giao tiêu_chuẩn chưa 3 tiếng giao . _về điện_thoại 2 . mua 6gb ram cài_đặt , cập_nhật xong . lướt fb nhẹ mag lag lag khó_chịu . trái chỗ vân cấn 1 lỗ sợi ( nhô ) . chà_chà dấu cấn lỗ . 4tr6 trải nghiệm cảm_giác lag chưa game độ hoàn_thiện chưa hơi tiếc . pin 57 % 39 % máy , cài_đặt 35 phút . không trâu như mấy . tóm . tiki 5 máy 2 . trung_bình 3 . lỗ cấn mặt lưng",0,0,1,-1,0,-1,0,0,-1
1000,32765,sản_phẩm đúng hãng oppo a9 2020 8ram 128gb kì hài_lòng,0,0,0,0,1,0,0,0,0
1002,32763,"tiki giao hàng đúng hẹn , mua hàng giao 2h khuyến_mãi . đt đóng_gói cẩn_thận . máy chạy ổn . chụp hình đẹp . tiếc pin tuột . hàng , đúng hàng hãng",0,0,1,-1,1,1,0,0,1
1004,32761,mua hai ổn_định camera chụp nét lắm sịn sò ổn tầm gí pubg oke bắt sóng wifi kì hài_lòng,0,0,0,0,0,1,0,0,0
1005,32760,"hàng giao , đúng hãng apple nguyên seal ! kì hài_lòng",1,0,1,0,1,0,0,0,0
1006,32759,giao hàng chuyên_nghiệp mẫu_mã đẹp như hình shop hộp quà ưng_ý con_gái 6t .,0,0,1,0,0,0,0,0,0
1007,32758,"tiki trading hàng xt mobile ram 6gb ( thanh_toán mấy hàng ram 4gb , sơ_ý vội bóc niêm_phong đành chấp_nhận không hàng hoàn tiền . bực không đúng phiên_bản 6gb . liên_hệ tiki phản_ánh bù chênh giá 2 phiên_bản ( như giá web mấy trăm ngàn ) . tiki trả_lời xt mobile bảo phiên_bản ram 4gb 6gb giá không bù tiền chênh_lệch . lý_lẽ ngang cua . bao_bì giấy_tờ biên_lai đi kèm hộp đồ tiki , xt mobile đều ghi active 3 phiên_bản ram 6gb , song lõi điện_thoại ram 4gb . hiển_nhiên chả nhầm_lẫn xt mobile làm_ăn_gian_dối . bực email tiki xt mobile_xuất hóa_đơn evat bằng_chứng xt mobile làm_ăn_gian_dối . bận công_việc không liên_lạc . mấy tuần evat không , tiki liên_lạc gửi voucher 200k xin_lỗi giao nhầm điện_thoại . thực bực 6gb đắt ít 4gb , lỡ bóc niêm_phong đánh . tiền mua trừ voucher 200k tiki gửi đi mấy shop mua ram 6gb không 4gb như . mua mấy tiki 10 triệu đều ổn , mua giá_trị không chú_ý ăn quả_lừa . mua mua mua tiki_trading istore né thằng xt mobile , làm_ăn gian_dối . mobile làm_ăn_gian_dối",0,-1,0,0,-1,0,0,1,0
1010,32755,"đóng_gói cẩn_thận , sản_phẩm nguyên seal , giao hàng . bước_đầu trải nghiệm sản_phẩm hài_lòng , chất_lượng chờ . sản_phẩm ok . ủng_hộ vin kì hài_lòng",0,0,1,0,0,0,0,0,1
1011,32754,cực_kỳ hài_lòng trung_thành iphone không chạy model . đổi iphone 6 plus già_yếu chậm_chạp iphone xr tốt tầm giá nhu_cầu . tiki ! mua xr 2 bà_xã . kì hài_lòng,1,0,0,0,0,0,0,0,0
1013,32752,"tuyệt , thiết_kế xếp gọn balo tiện . ngon",0,0,0,0,0,0,0,0,1
1015,32750,chắc_tay . chất_lượng trả_lời được_lòng,0,0,0,0,0,0,0,0,1
1016,32749,hàng hãng kích_hoạt bảo_hành kì hài_lòng,0,0,0,0,1,0,0,0,0
1017,32748,"hàng 100 % , kích_hoạt , giao hàng mất 1 , chất_lượng sản_phẩm chưa lỗi , 1tgian ms đc . nguyên seal , nhập mỹ ll / a",0,0,0,0,1,0,0,1,1
1018,32747,"sản_phẩm tốt , hài_lòng kì hài_lòng",0,0,0,0,0,0,0,1,0
1019,32746,"giao hàng siêu , máy , tội mua xong coupon giảm_giá 500k sản_phẩm apple hơi tiếc , hớ mất 200k hihi kì hài_lòng",0,0,1,0,0,0,0,0,0
1020,32745,mua hôm_qua hôm_nay 200k . máy oke giá,-1,0,0,0,0,0,0,0,0
1021,32744,sản_phẩm lỗi không nghe nhạc hài_lòng,0,0,0,-1,0,0,0,0,0
1022,32743,giao hàng . hàng đẹp như giới_thiệu . tiki ! kì hài_lòng,0,0,1,0,0,0,0,0,1
1024,32741,đẹp kì hài_lòng,0,0,0,0,0,0,0,0,1
1025,32740,giao hàng chuẩn máy ful box ưng . mua hàng tiki kì hài_lòng,0,0,0,0,0,0,0,0,1
1026,32739,"máy nguyên tem . vinid cảnh_báo "" máy không an_toàn "" . zalopay cảnh_báo máy bi root . ứng_dụng root checker không báo máy không root ( chữ màu đỏ ) . factory reset bật ứng_dụng hiện cảnh_báo . giao hàng không bàn tiki giao hàng . báo máy không an_toàn trừ zalopay báo điện_thoại root",0,0,1,-1,-1,-1,0,0,0
1027,32738,"giao , an_toàn , hài_lòng sản_phẩm : ) kì hài_lòng",0,0,1,0,0,0,0,0,0
1030,32735,iphone lỗi đốm trắng màn_hình . tiki giúp đổi sản_phẩm . hài_lòng,0,0,0,0,0,0,0,1,0
1032,32733,"giao hàng . chất_lượng sản_phẩm ok , mẫu_mã đẹp , đáp_ứng tốt chức_năng thông_thường như lướt web , ap tra từ_điển , ngân_hàng , fb. hài_lòng giá 3tr . kì hài_lòng",1,0,1,1,0,0,0,0,1
1033,32732,giao hàng nguyên seal . ổn . coi . thiết_kế đẹp ủng_hộ 5 * kì hài_lòng,0,0,1,0,1,0,0,0,1
1034,32731,trãi nghiệm sản_phẩm 1 . máy 100 % chất_lượng oppo bàn_cãi . tuyệt_vời . kì hài_lòng,0,0,0,0,0,0,0,1,0
1038,32727,"tiki giao hàng , đóng_gói cẩn_thận . tin_tưởng ủng_hộ kỳ hài_lòng",0,0,1,0,0,0,0,0,0
1039,32726,"máy mã quốc_tế ll / a , chưa active ( vẻ kích_hoạt bảo_hành apple onl ) 2 tuần máy ổn , chạy không 1 ap nóng máy . pubg không nóng . cơ_bản hài_lòng , giao hàng dự_kiến 3 m .",0,0,-1,-1,1,0,0,0,0
1040,32725,"hàng hãng , 100 % , đầy_đủ phụ_kiện , active hãng",0,0,0,0,1,0,1,0,0
1041,32724,sản_phẩm nguyên gói cẩn hàng . kì hài_lòng,0,0,1,0,1,0,0,0,1
1042,32723,tầm giá mua .,1,0,0,0,0,1,0,0,0
1043,32722,"không như chuột tốt , nhạy , sản_phẩm hình , ưng , , giao hơi oke",0,0,-1,0,0,0,0,0,0
1044,32721,"active đúng mua , tốt bình_thường . kì hài_lòng",0,0,0,0,0,0,0,1,0
1046,32719,"giao hàng , chất_lượng tuyệt vơiif . ủng_hộ vời , giao hàng",0,0,1,0,0,0,0,0,0
1047,32718,hàng hãng giá tốt o kì hài_lòng,0,0,0,0,1,0,0,0,0
1048,32717,"chất_lượng hợp túi_tiền . điện_thoại nokia “ thăng_trầm ” , chất_lượng đảm_bảo . máy sx phân khúc giá rẻ , con_cháu học trung_học sv phục_vụ tra_cứu học_tập , giải_trí , đọc báo đài ! tóm , dòng nokia 2.4 tốt , túi_tiền hssv. hài_lòng ! tiki phối_hợp cửa_hàng tặng ốp lưng khuyến_mãi kèm mua hàng , hàng ốp lưng . kì hài_lòng",1,0,0,0,0,1,0,0,0
1049,32716,"không đứng , đúng tiền . chất_lượng kém . phẩm không",0,0,0,0,0,0,0,1,0
1050,32715,"máy nguyên seal , màu đẹp , gọn . mua mẹ tập điện_thoại thông_minh không , tốt , giá",0,0,0,0,1,0,0,0,1
1051,32714,"máy_đẹp , dock đi kèm tiện kì hài_lòng",0,0,0,0,0,0,1,0,1
1052,32713,"tikinow giao hàng ngen , đóng_gói kỹ_càng , cẩn_thận hộp nguyên seal , điện_thoại ok , giá hời . mua mẹ không tiki vsmart gói kỹ , giao , điện_thoại_oke",1,0,1,0,1,0,0,0,1
1053,32712,"loa máy nghe bé , gọi hotline bảo_hành tiki không nghe máy . tiki check bảo_hành máy . nghe bé",0,-1,0,0,0,0,-1,0,0
1054,32711,"hàng giao đầy_đủ , . tiếc không tikinow sản_phẩm . hi_vọng tiki bổ_sung tikinow sản_phẩm giá_trị . nhân_viên giao hàng tận_tình hàng dự_kiến",0,0,1,0,0,0,0,0,0
1055,32710,nguyên niêm_phong máy hơi nhạy . mua tạm ổn ba_chỉ coi youtube dò vé_số . nv giao hàng thân_thiện . tầm giá ổn . oppo oppo hãng . kì hài_lòng,1,0,1,1,1,0,0,0,0
1056,32709,hài_lòng ! giao ! đúng hàng ! kì hài_lòng,0,0,1,0,0,0,0,0,0
1058,32707,ủng_hộ vsmart hàng tốt giá bình_dân,1,0,0,0,0,0,0,0,0
1059,32706,sản_phẩm giao gãy điều_chỉnh . hài_lòng,0,0,0,0,0,0,0,1,0
1060,32705,xứng_đáng tiền kì hài_lòng,1,0,0,0,0,0,0,0,0
1062,32703,"chụp ảnh siêu đẹp . tiki tem sản_phẩm an_toàn tin_tưởng . 2tr hsbc , mua voucher 1tr5 . 12 pro 256 31.5 tr mua đợt đầu 27.1 kì hài_lòng",1,0,0,0,1,1,1,0,1
1064,32701,"tiki ipad mua bữa như_không , sọc màn_hình_thế ? hài_lòng",0,0,0,0,0,0,0,1,0
1065,32700,"sản_phẩm hãng , tiki kích_hoạt , bảo_hành_chính hãng 1 , đủ đặc_quyền samsung elite , giao hàng , 2 tiếng hàng , giá ngon ngon , hãng 100 %",1,0,1,0,1,0,0,0,0
1068,32697,"hàng nguyên seal , chưa active ; iphone 1 , không củ sạc tai_nghe , bù cáp sạc . kì hài_lòng",0,0,0,0,1,0,-1,0,0
1069,32696,"hàng giao đúng dự_kiến . dự_kiến giao 21h 20h5 shipper gọi hàng 😂 . máy hãng vn / a , ổn , chưa nghiêm_trọng . vn / a. giao đúng dự_kiến .",0,0,1,0,1,0,0,0,0
1070,32695,"mẫu_mã đẹp , giao hàng hơi . dễ_dàng lắp",0,0,-1,0,0,0,0,0,1
1071,32694,tốt tiki giao hàng mong_đợi máy ổn pin khỏe tội sạp hơi nhưg chất lỗi không dùg lâu_dài ms kì hài_lòng,0,0,1,0,0,-1,0,0,0
1073,32692,"tiki điện_thoại nguyên niêm_phong , chưa kích_hoạt bh . máy pin . sạc tối không 30 % . đổi máy không ? mong tiki phản_hồi kì hài_lòng",0,0,0,0,1,-1,-1,0,1
1075,32690,"sản_phẩm rẻ , chất_lượng trung_bình . độ hoàn_thiện . khớp không mượt ( cứng , ) . chân chống hơi ngắn , không lật không . cộng duy_nhất chân bọc cao_su bám vẻ tốt . hài_lòng",0,0,0,0,0,0,0,1,0
1076,32689,"miếng dán nhàu_nát , túi nylon dán tả đại vô mặt ! kém",0,0,0,0,0,0,-1,0,0
1077,32688,order 11h tối tiki now nhân hàng 9h ! tiki ( y ) sắc,0,0,1,0,0,0,0,0,0
1078,32687,"túi đẹp , lớp lót êm , tội hơi rộng máy 13 ” hơi to máy 13 ”",0,0,0,0,0,0,0,1,0
1079,32686,"giao hàng , điện_thoại oke kì hài_lòng",0,0,1,0,0,0,0,0,0
1080,32685,tốt tầm giá không chê kì hài_lòng,1,0,0,0,0,0,0,0,0
1082,32683,"sản_phẩm đúng mô_tả , nguyên niêm_phong chưa kích_hoạt , hợp giá tiền , giao hàng siêu , nhân_viên giao hàng nhiệt_tình . , máy đẹp",1,0,1,0,1,0,0,0,1
1084,32681,"điện_thoại 3 đặt_hàng màn_hình điện_thoại hiện_tượng như hình_ảnh , không ful đen 1 đường nút bấm âm_lượng . mông_tiki kiểm_tra phản_hồi hài_lòng",0,0,0,-1,0,0,0,1,0
1087,32678,"máy tốt , ổn_định , giao hàng , không hư_hao , xước chuẩn",0,0,1,0,0,0,0,0,1
1088,32677,"hàng , đẹp . đóng_gói cẩn_thận , không một lỗi . mua . tốt , chất_lượng xứng_đáng tầm giá",0,0,1,0,0,0,0,0,1
1089,32676,"giao hàng hơi lòng_vòng mãi dc , sản_phẩm oke hãng . kì hài_lòng",0,0,-1,0,1,0,0,0,0
1090,32675,máy tốt & bao da đẹp . giao hàng . gõ ta ? tốt & cover xịn xò,0,0,0,0,0,0,0,1,0
1092,32673,"sản_phẩm tốt , êm , máy cực đẹp kì hài_lòng",0,0,0,1,0,0,0,0,1
1093,32672,tốt shipper ơn tiki ! kì hài_lòng,0,0,1,0,0,0,0,0,0
1095,32670,"hàng chất_lượng đẹp , bao_bì cẩn_thận , giao hàng đúng tb",0,0,1,0,0,0,0,0,1
1096,32669,"hàng chuẩn fpt. đóng_gói cẩn_thận . trải nghiệm chưa . 5 * . mặc_dù giao hàng chậm dự_kiến . bù nhân_viên chăm_sóc khách_hàng nhiệt_tình , chu_đáo . cải_thiện giao hàng . kì hài_lòng",0,1,-1,0,1,0,0,0,0
1097,32668,"chưa hóa_đơn . tiki kiểm_tra gửi hóa_đơn email . cảm_nhận 1 : máy tốt , hàng hãng vna , cảm_giác máy nóng , có_lẽ máy chạy ứng_dụng chưa tắt , một set up không nóng , ok . review tiếp",0,-1,0,0,1,0,0,0,0
1099,32666,máy_vsmart joi 4 4gb mua tiki trading chết không máy . đề_nghị tiki trading hướng liên_hệ khách_hàng giải_quyết sản_phẩm lỗi . không hài_lòng,0,0,0,-1,0,0,0,0,0
1100,32665,"tốt lắm , mua lắp điện_thoại cũ kỉ_niệm vui . kì hài_lòng",0,0,0,0,0,0,0,1,0
1102,32663,"sđt tốt , giao hàng hơi kì hài_lòng",0,0,-1,0,0,0,0,0,0
1103,32662,kiti giao đúng hẹn . hài_lòng . kì hài_lòng,0,0,1,0,0,0,0,0,0
1104,32661,hàng đẹp ful hộp chưa lỗi_lầm kì hài_lòng,0,0,0,0,0,0,0,0,1
1106,32659,good gọi check imei realme tin_tưởng kì hài_lòng,0,0,0,0,1,0,0,1,0
1107,32658,hàng nguyên hộp . đóng_gói 5 * tiki kì hài_lòng,0,0,1,0,0,0,0,0,1
1109,32656,"hàng chuẩn giá tốt , 👍 kì hài_lòng",0,0,0,0,0,0,0,1,0
1110,32655,giá_cả sản_phẩm kì hài_lòng,1,0,0,0,0,0,0,1,0
1111,32654,"tầm giá không đòi , ủng_hộ hàng việt 5 * kì hài_lòng",0,0,0,0,0,0,0,1,0
1112,32653,sản_phẩm sản_phẩm không hóa_đơn tiki xuất . máy mua công_ty . giấy_tờ phức_tạp . mong tiki liên_hệ giải_quyết . chế_độ bảo_hành . hộp sản_phẩm không hóa_đơn,0,-1,0,0,0,0,0,0,0
1113,32652,"nhu_cầu , tốt lớn_tuổi nghe loa , khg tai phone kì hài_lòng",0,0,0,0,0,1,-1,1,0
1115,32650,đơ đơ load mãi hài_lòng,0,0,0,-1,0,0,0,0,0
1117,32648,viền hơi dày không để_ý . pin cực trâu điện_thoại . màu trắng đơn_giản trung_tính đẹp . ng iphone đầu ip 8 nâng_cấp hợp iphone x trở_đi thua_thiệt_hơn màn_hình cân_nhắc kĩ . kì hài_lòng,0,0,0,-1,0,1,0,0,-1
1118,32647,hàng sản_phẩm oke chất_lượng uy_tín như cam_kết kì hài_lòng,0,0,0,0,0,0,0,1,0
1119,32646,"đặt_hàng tiki tiki giao hàng đúng hẹn 24h điện_thoại vsmart joy 3 một xảy lỗi khay sim thẻ_nhớ . mặc_dù gắn đủ sim thẻ_nhớ hiện thông_báo "" không thẻ_nhớ "" "" sim đẩy "" liên_tục , không gọi điện_thoại lỗi không sim . mong giải_đáp tiki không hài_lòng",0,0,1,0,0,-1,0,0,0
1120,32645,"hàng ngon bổ , rẻ ; hàng chậm 1 đơn hàng , máy_móc nguyên tem ; trọng_lượng máy hơi , thân máy to ; nữ cầm không hợp . hàng tiki giao chuẩn , giá rẻ cung_cấp ; mua hàng tiki ; hài_lòng live 4",-1,0,-1,0,1,0,0,0,-1
1123,32642,hài_lòng sản_phẩm kì hài_lòng,0,0,0,0,0,0,0,1,0
1124,32641,gấp tiki now giao 3h . mua 12h 16h có_nhân_viên gọi điện giao ( liên_hệ tiki hạn ) . tối máy check active chục trc . hài_lòng lắm tiki,0,-1,-1,0,0,0,0,0,0
1125,32640,"hàng ipad 10.2 inch wifi 32gb new 2019 , tiki không phiếu bảo_hành ? hàng",0,0,0,0,0,0,0,1,0
1126,32639,1 tuần chưa lỗi_lầm kì hài_lòng,0,0,0,0,0,0,0,1,0
1127,32166,hàng hãng ful box ! kì hài_lòng,0,0,0,0,1,0,0,0,0
1128,32165,"hàng , cám on hàng tiki",0,0,0,0,0,0,0,0,1
1129,32164,"màn_hình chất_lượng video không đẹp tạm ổn đọc sách_báo lướt web tốt máy cài ch play như andr thông_thường chất_lượng máy tầm giá tốt , hãng , tốt tầm giá 1tr5 , tikinow giao hàng cực",1,0,1,1,0,-1,0,0,0
1131,32162,tạm_thời ổn kì hài_lòng,0,0,0,0,0,0,0,1,0
1132,32161,"cực_kỳ hài_lòng , mua trả_góp 0 % , đặt_hàng 5g chiều_tối chưa đi nhà_hàng giao , khui hộp đúng ra_mắt . đúng hàng hãng . mãi yêu tiki kì hài_lòng",0,1,1,0,1,0,0,0,0
1133,32160,"máy ngon đẹp mạnh , game phê kì hài_lòng",0,0,0,1,0,0,0,0,1
1134,32159,"hàng lỗi wifi , không hài_lòng",0,0,0,0,0,-1,0,0,0
1135,32158,pin . sạc không hài_lòng,0,0,0,0,0,-1,0,0,0
1137,32156,hàng giao đúng như mo tả máy mượt giao hàng chờ_đợi 1 hàng kì hài_lòng,0,0,-1,1,0,0,0,0,0
1138,32155,"sản_phẩm tốt , nguyên seal , không trầy , giao hàng đúng . kì hài_lòng",0,0,1,0,1,0,0,0,1
1139,32154,"giá tốt , giao hàng , đồng_bộ ip cũ nhanh_chóng , ip cũ 16g trống_trải , test camera ổn , chụp ngược night mode chuẩn , chờ mãi màu tím mộng_mơ , đợt đặt_hàng ra_mắt phân_vân rinh vời",1,0,1,1,0,1,0,0,1
1140,32153,"mua 2 , không mở_màn_hình không máy nóng , pin sạc dúng không .",0,0,0,0,0,-1,0,0,0
